category_id,name,sku,brand,tags,unit,estimate_time,shipping_charges,mrp_price,discount_type,discount,stock,short_description,description,policy,video_url,seo_title,seo_tags,seo_description,gst,hsn,comission,condition,product_image_1,product_image_2,product_image_3,product_image_4,product_image_5,product_image_6
17,iBuyPower MEK RED Backlit Mechanical Gaming Keyboard,2EG03032,iBuyPower,,pc,3 day,0,12.09,percentage,0,1,,"For sale today we have an iBuyPower Mechanical Gaming Keyboard.

keyboard was previously used, has been fully tested, all keys are working fine.
30 day warranty included with sale.

Ships out by next business day.
Listing and template services provided by inkFrog (https://signin.ebay.com/authorize?client_id=inkFrogI-eBayShop-PRD-45d7504c4-548de517&response_type=code&redirect_uri=inkFrog__Inc.-inkFrogI-eBaySh-vlfzfmcd&scope=https://api.ebay.com/oauth/api_scope%20https://api.ebay.com/oauth/api_scope/sell.marketing.readonly%20https://api.ebay.com/oauth/api_scope/sell.marketing%20https://api.ebay.com/oauth/api_scope/sell.inventory.readonly%20https://api.ebay.com/oauth/api_scope/sell.inventory%20https://api.ebay.com/oauth/api_scope/sell.account.readonly%20https://api.ebay.com/oauth/api_scope/sell.account%20https://api.ebay.com/oauth/api_scope/sell.fulfillment.readonly%20https://api.ebay.com/oauth/api_scope/sell.fulfillment%20https://api.ebay.com/oauth/api_scope/sell.analytics.readonly)",,,,,,0,0,0,used,https://images.sellbrite.com/production/31935/2EG03032/c950bdcd-eafe-5dbe-9588-7e073667cc27.jpg,https://images.sellbrite.com/production/31935/2EG03032/eb4b1680-9dfc-58b0-94f6-a25fc0fa2fc8.jpg,https://images.sellbrite.com/production/31935/2EG03032/33f7a270-3c32-55a1-9e05-45f7551a730d.jpg,https://images.sellbrite.com/production/31935/2EG03032/803601ca-9b5d-5fd7-9db2-20c6ceb9276e.jpg,,
17,"Dell OptiPlex 5040 SFF, i7-6700 @ 3.4GHz 32GB Ram, 1TB SSD, W10P",2GA-0531K,Dell,,pc,3 day,0,245.14,percentage,0,1,,"For sale is a Dell OptiPlex 5040 SFF equipped with

* i7-6700 @ 3.4GHz CPU Processor
* 32GB RAM
* 1TB SSD
* AMD Radeon R5 340X 2GB DDR3 7122107700G
* Power cable

This computer is functional. Arrives with a clean OS installation, with an activated Windows 10 license and updated drivers. Guaranteed to arrive well packaged and functional, 30 day warranty included in sale. Ships out by next business day.
Listing and template services provided by inkFrog (https://signin.ebay.com/authorize?client_id=inkFrogI-eBayShop-PRD-45d7504c4-548de517&response_type=code&redirect_uri=inkFrog__Inc.-inkFrogI-eBaySh-vlfzfmcd&scope=https://api.ebay.com/oauth/api_scope%20https://api.ebay.com/oauth/api_scope/sell.marketing.readonly%20https://api.ebay.com/oauth/api_scope/sell.marketing%20https://api.ebay.com/oauth/api_scope/sell.inventory.readonly%20https://api.ebay.com/oauth/api_scope/sell.inventory%20https://api.ebay.com/oauth/api_scope/sell.account.readonly%20https://api.ebay.com/oauth/api_scope/sell.account%20https://api.ebay.com/oauth/api_scope/sell.fulfillment.readonly%20https://api.ebay.com/oauth/api_scope/sell.fulfillment%20https://api.ebay.com/oauth/api_scope/sell.analytics.readonly)",,,,,,0,0,0,used,https://images.sellbrite.com/production/31935/2GA-0531K/3c23593d-5789-597d-8b47-897d5a3120c4.jpg,https://images.sellbrite.com/production/31935/2GA-0531K/110b09f4-d197-5353-a22e-13767956b5ad.jpg,https://images.sellbrite.com/production/31935/2GA-0531K/11d51fde-8390-5e97-812e-1fe75e5c5780.jpg,https://images.sellbrite.com/production/31935/2GA-0531K/4844f6c6-27d2-535d-aedb-ec0ad367e6aa.jpg,https://images.sellbrite.com/production/31935/2GA-0531K/ce04f6ae-b4d4-52b4-a336-bfa999592909.jpg,https://images.sellbrite.com/production/31935/2GA-0531K/5422de4e-3372-598d-8c90-9611bd18d977.jpg
17,"HP Compaq Elite 8300, i7-3770@3.4GHz, 8GB RAM, 1TB HDD, W10P",2OB02284,HP,,pc,3 day,0,97.32,percentage,0,1,,"For sale is an: HP Compaq Elite 8300, i7-3770@3.4GHz, 8GB RAM, 1TB HDD, W10P

Note: Tested and Functional. With fresh Windows 10 Pro installation. No WiFi, Sold as is shown in photos. Includes power cable only.

30 day warranty included in sale. Ships out by next business day.
Listing and template services provided by inkFrog (https://signin.ebay.com/authorize?client_id=inkFrogI-eBayShop-PRD-45d7504c4-548de517&response_type=code&redirect_uri=inkFrog__Inc.-inkFrogI-eBaySh-vlfzfmcd&scope=https://api.ebay.com/oauth/api_scope%20https://api.ebay.com/oauth/api_scope/sell.marketing.readonly%20https://api.ebay.com/oauth/api_scope/sell.marketing%20https://api.ebay.com/oauth/api_scope/sell.inventory.readonly%20https://api.ebay.com/oauth/api_scope/sell.inventory%20https://api.ebay.com/oauth/api_scope/sell.account.readonly%20https://api.ebay.com/oauth/api_scope/sell.account%20https://api.ebay.com/oauth/api_scope/sell.fulfillment.readonly%20https://api.ebay.com/oauth/api_scope/sell.fulfillment%20https://api.ebay.com/oauth/api_scope/sell.analytics.readonly)",,,,,,0,0,0,used,https://images.sellbrite.com/production/31935/2OB02284/af898e8f-9bcf-53d3-8d3b-f14541797f72.jpg,https://images.sellbrite.com/production/31935/2OB02284/7e474dee-5aad-5a5f-8d52-3460bf0cf00d.jpg,https://images.sellbrite.com/production/31935/2OB02284/dda2e0f7-6388-52ef-8392-a82373737d1e.jpg,https://images.sellbrite.com/production/31935/2OB02284/6216e239-fd03-5ca7-af49-6c467baf5d93.jpg,https://images.sellbrite.com/production/31935/2OB02284/9f544d7e-4dac-5316-a3c0-9be06667994e.jpg,
17,Adtran NetVanta 1234P 2nd GEN 24-Port PoE Network Switch w/ Rack Ears,2AA02283,ADTRAN,,pc,3 day,0,26.84,percentage,0,1,,"For sale is an Adtran NetVanta 1234P 2nd GEN 24-Port PoE Network Switch w/ Rack Ears.

Guaranteed to arrive well packaged and functional, 30 day warranty included in sale.

Ships out by next business day.
Listing and template services provided by inkFrog (https://signin.ebay.com/authorize?client_id=inkFrogI-eBayShop-PRD-45d7504c4-548de517&response_type=code&redirect_uri=inkFrog__Inc.-inkFrogI-eBaySh-vlfzfmcd&scope=https://api.ebay.com/oauth/api_scope%20https://api.ebay.com/oauth/api_scope/sell.marketing.readonly%20https://api.ebay.com/oauth/api_scope/sell.marketing%20https://api.ebay.com/oauth/api_scope/sell.inventory.readonly%20https://api.ebay.com/oauth/api_scope/sell.inventory%20https://api.ebay.com/oauth/api_scope/sell.account.readonly%20https://api.ebay.com/oauth/api_scope/sell.account%20https://api.ebay.com/oauth/api_scope/sell.fulfillment.readonly%20https://api.ebay.com/oauth/api_scope/sell.fulfillment%20https://api.ebay.com/oauth/api_scope/sell.analytics.readonly)",,,,,,0,0,0,used,https://images.sellbrite.com/production/31935/2AA02283/907a17c5-6556-579d-90c2-3518b80b76cb.jpg,https://images.sellbrite.com/production/31935/2AA02283/c4409df9-b70c-58e4-b631-2a77d9897835.jpg,,,,
17,ELINE ELI-POE-24MB-2GP Switch 24-Port,2AA02282,ELINE,,pc,3 day,0,67.11,percentage,0,1,,"For sale is a ELINE ELI-POE-24MB-2GP Switch 24-Port. Guaranteed to arrive functional, 30 day warranty included in sale. Ships out by next business day.
Listing and template services provided by inkFrog (https://signin.ebay.com/authorize?client_id=inkFrogI-eBayShop-PRD-45d7504c4-548de517&response_type=code&redirect_uri=inkFrog__Inc.-inkFrogI-eBaySh-vlfzfmcd&scope=https://api.ebay.com/oauth/api_scope%20https://api.ebay.com/oauth/api_scope/sell.marketing.readonly%20https://api.ebay.com/oauth/api_scope/sell.marketing%20https://api.ebay.com/oauth/api_scope/sell.inventory.readonly%20https://api.ebay.com/oauth/api_scope/sell.inventory%20https://api.ebay.com/oauth/api_scope/sell.account.readonly%20https://api.ebay.com/oauth/api_scope/sell.account%20https://api.ebay.com/oauth/api_scope/sell.fulfillment.readonly%20https://api.ebay.com/oauth/api_scope/sell.fulfillment%20https://api.ebay.com/oauth/api_scope/sell.analytics.readonly)",,,,,,0,0,0,used,https://images.sellbrite.com/production/31935/2AA02282/348e5b96-7580-54f5-8a2a-50757ccd67ef.jpg,https://images.sellbrite.com/production/31935/2AA02282/55e7ab9e-5ff5-5361-8472-aecf53548e0c.jpg,,,,
17,Lot of 10 2GB DDR3 Insolated Desktop Ram Sticks,2OW02287,RAM,,pc,3 day,0,12.09,percentage,0,1,,"For sale is a lot of 10 2GB DDR3 Insulated Desktop Ram Sticks.

Guaranteed to arrive well packaged and functional, 30 day warranty included in sale.

Ships out by next business day.
Listing and template services provided by inkFrog (https://signin.ebay.com/authorize?client_id=inkFrogI-eBayShop-PRD-45d7504c4-548de517&response_type=code&redirect_uri=inkFrog__Inc.-inkFrogI-eBaySh-vlfzfmcd&scope=https://api.ebay.com/oauth/api_scope%20https://api.ebay.com/oauth/api_scope/sell.marketing.readonly%20https://api.ebay.com/oauth/api_scope/sell.marketing%20https://api.ebay.com/oauth/api_scope/sell.inventory.readonly%20https://api.ebay.com/oauth/api_scope/sell.inventory%20https://api.ebay.com/oauth/api_scope/sell.account.readonly%20https://api.ebay.com/oauth/api_scope/sell.account%20https://api.ebay.com/oauth/api_scope/sell.fulfillment.readonly%20https://api.ebay.com/oauth/api_scope/sell.fulfillment%20https://api.ebay.com/oauth/api_scope/sell.analytics.readonly)",,,,,,0,0,0,used,https://images.sellbrite.com/production/31935/2OW02287/1a0a1610-9a3a-5ba1-bbc1-6b5e7baaa65d.jpg,,,,,
17,"Dell Inspiron 3847, i5-4440@3.1GHz, 8GB RAM, 500GB HDD, Wifi, W10H",2OB03051,Dell,,pc,3 day,0,87.25,percentage,0,1,,"For sale is an: Dell Inspiron, i5-4440@3.1GHz, 8GB RAM, 500GB HDD, Wifi, W10H

Note: Tested and Functional. With fresh Windows 10 Home installation. Sold as is shown in photos. Includes power cable only.

30 day warranty included in sale. Ships out by next business day.
Listing and template services provided by inkFrog (https://signin.ebay.com/authorize?client_id=inkFrogI-eBayShop-PRD-45d7504c4-548de517&response_type=code&redirect_uri=inkFrog__Inc.-inkFrogI-eBaySh-vlfzfmcd&scope=https://api.ebay.com/oauth/api_scope%20https://api.ebay.com/oauth/api_scope/sell.marketing.readonly%20https://api.ebay.com/oauth/api_scope/sell.marketing%20https://api.ebay.com/oauth/api_scope/sell.inventory.readonly%20https://api.ebay.com/oauth/api_scope/sell.inventory%20https://api.ebay.com/oauth/api_scope/sell.account.readonly%20https://api.ebay.com/oauth/api_scope/sell.account%20https://api.ebay.com/oauth/api_scope/sell.fulfillment.readonly%20https://api.ebay.com/oauth/api_scope/sell.fulfillment%20https://api.ebay.com/oauth/api_scope/sell.analytics.readonly)",,,,,,0,0,0,used,https://images.sellbrite.com/production/31935/2OB03051/8e5912f3-62a9-5a85-bc4b-0a4ddb4b7fd4.jpg,https://images.sellbrite.com/production/31935/2OB03051/7c24533a-433f-5543-aa5f-002af88c86ad.jpg,https://images.sellbrite.com/production/31935/2OB03051/f7a57801-68c6-5da8-b859-25b20101b602.jpg,https://images.sellbrite.com/production/31935/2OB03051/ccecb4a2-588b-590f-8999-56dc7aa3f50f.jpg,https://images.sellbrite.com/production/31935/2OB03051/616a6b95-071f-5ee0-a650-2f15dd8679e7.jpg,https://images.sellbrite.com/production/31935/2OB03051/8d78a99f-e58d-5b72-9610-3354898dbb3e.jpg
17,7x 8GB 2Rx4 PC3-10600R ECC Server Ram For 56GB Ram,2OW02286,RAM,,pc,3 day,0,33.54,percentage,0,1,,"7x 8GB 2Rx4 PC3-10600R ECC Server Ram For 56GB Ram.

Guaranteed to arrive well packaged and functional, 30 day warranty included in sale.

Ships out by next business day.
Listing and template services provided by inkFrog (https://signin.ebay.com/authorize?client_id=inkFrogI-eBayShop-PRD-45d7504c4-548de517&response_type=code&redirect_uri=inkFrog__Inc.-inkFrogI-eBaySh-vlfzfmcd&scope=https://api.ebay.com/oauth/api_scope%20https://api.ebay.com/oauth/api_scope/sell.marketing.readonly%20https://api.ebay.com/oauth/api_scope/sell.marketing%20https://api.ebay.com/oauth/api_scope/sell.inventory.readonly%20https://api.ebay.com/oauth/api_scope/sell.inventory%20https://api.ebay.com/oauth/api_scope/sell.account.readonly%20https://api.ebay.com/oauth/api_scope/sell.account%20https://api.ebay.com/oauth/api_scope/sell.fulfillment.readonly%20https://api.ebay.com/oauth/api_scope/sell.fulfillment%20https://api.ebay.com/oauth/api_scope/sell.analytics.readonly)",,,,,,0,0,0,used,https://images.sellbrite.com/production/31935/2OW02286/16bf3939-c9ce-57d1-bed7-54652b69f3f6.jpg,,,,,
17,"Dell Latitude E7440 i5-4300U@1.9GHz, 8GB RAM, 128GB SSD, Windows 10 Pro",2EG03055,Dell,,pc,3 day,0,127.52,percentage,0,1,,"For sale today we have a Dell Latitude E7440 with the following specs;

* i5-4300U @1.9GHz,
* 8GB RAM,
* 128GB SSD,
* Windows 10 Pro
* Dell Power adapter


Laptop is guaranteed to arrive 100% functional and well packaged. 30 day warranty included.

Ships out by next business day.
Listing and template services provided by inkFrog (https://signin.ebay.com/authorize?client_id=inkFrogI-eBayShop-PRD-45d7504c4-548de517&response_type=code&redirect_uri=inkFrog__Inc.-inkFrogI-eBaySh-vlfzfmcd&scope=https://api.ebay.com/oauth/api_scope%20https://api.ebay.com/oauth/api_scope/sell.marketing.readonly%20https://api.ebay.com/oauth/api_scope/sell.marketing%20https://api.ebay.com/oauth/api_scope/sell.inventory.readonly%20https://api.ebay.com/oauth/api_scope/sell.inventory%20https://api.ebay.com/oauth/api_scope/sell.account.readonly%20https://api.ebay.com/oauth/api_scope/sell.account%20https://api.ebay.com/oauth/api_scope/sell.fulfillment.readonly%20https://api.ebay.com/oauth/api_scope/sell.fulfillment%20https://api.ebay.com/oauth/api_scope/sell.analytics.readonly)",,,,,,0,0,0,used,https://images.sellbrite.com/production/31935/2EG03055/2c3aabec-85a4-57b2-b10e-0429842df48a.jpg,https://images.sellbrite.com/production/31935/2EG03055/73de7b5f-d75c-5500-b260-d4663de4605e.jpg,https://images.sellbrite.com/production/31935/2EG03055/95bdd01e-2691-5dbd-bcf1-f97254d80df2.jpg,https://images.sellbrite.com/production/31935/2EG03055/0b5ce783-4c58-52bf-9926-4ec161f5b0c0.jpg,https://images.sellbrite.com/production/31935/2EG03055/bfbbd140-9c1b-57a0-9fb5-7674d22b146c.jpg,https://images.sellbrite.com/production/31935/2EG03055/3053fbd6-4fec-5320-8a5f-33c2b8051a7f.jpg
17,"ASUS VX228H Gaming Monitor - 21.5” FHD 1920x1080, 1ms| Fair Condition| Tested",2RM02283,ASUS,,pc,3 day,0,87.25,percentage,0,1,,"For sale ASUS VX228H Gaming Monitor - 21.5"" FHD 1920x1080, 1ms' Fair Condition' Tested.


You'll receive a fully tested monitor, ready to use


Equipped with:

1x Adaptor


No Stand Included


Cosmetic Condition:

FAIR CONDITION

SCREEN: has minor scuff and tiny paint points on lower side

Plastic frame: has minor scuff on all sides

Stand: has scuff


See pics before buy


Functional Condition:

Tested, No issues found it


SHIPS OUT BY NEXT BUSINESS DAY

Listing and template services provided by inkFrog (https://signin.ebay.com/authorize?client_id=inkFrogI-eBayShop-PRD-45d7504c4-548de517&response_type=code&redirect_uri=inkFrog__Inc.-inkFrogI-eBaySh-vlfzfmcd&scope=https://api.ebay.com/oauth/api_scope%20https://api.ebay.com/oauth/api_scope/sell.marketing.readonly%20https://api.ebay.com/oauth/api_scope/sell.marketing%20https://api.ebay.com/oauth/api_scope/sell.inventory.readonly%20https://api.ebay.com/oauth/api_scope/sell.inventory%20https://api.ebay.com/oauth/api_scope/sell.account.readonly%20https://api.ebay.com/oauth/api_scope/sell.account%20https://api.ebay.com/oauth/api_scope/sell.fulfillment.readonly%20https://api.ebay.com/oauth/api_scope/sell.fulfillment%20https://api.ebay.com/oauth/api_scope/sell.analytics.readonly)",,,,,,0,0,0,used,https://images.sellbrite.com/production/31935/2RM02283/25795b26-4a0c-502d-9df1-2f1501edfd5f.jpg,https://images.sellbrite.com/production/31935/2RM02283/2fbe128e-8b85-55d0-8d16-0e8936c82285.jpg,https://images.sellbrite.com/production/31935/2RM02283/b21549bd-630d-55ca-a199-908ae66f6b6e.jpg,https://images.sellbrite.com/production/31935/2RM02283/4d335fe8-8828-5c88-80e1-5bd3a38c12fd.jpg,https://images.sellbrite.com/production/31935/2RM02283/b6b91598-db4b-5e3f-9326-2a32ed301329.jpg,
